critical,high,medium,low,pattern_count,hash_match,extension_mismatch,file_size,macro_detected,pdf_js,embedded_file,packer_detected,suspicious_imports,yara_matches,label
1,1,2,4,1,0,1,733.4210398094407,0,0,0,0,0,0,0
1,2,1,3,4,0,1,2324.1530117817183,0,0,0,0,0,0,0
4,6,4,0,5,0,1,658.7851816095007,1,0,1,1,0,9,1
0,0,0,5,1,0,0,60.59944364671433,0,0,0,0,0,0,0
5,2,4,3,17,0,0,2607.310647069127,0,0,1,1,1,9,1
4,4,6,3,15,1,0,1172.0301303578253,0,0,1,1,0,9,1
0,2,7,3,18,0,0,3398.7199484269545,1,1,0,0,0,14,1
1,0,3,3,2,0,1,1615.2266379100627,0,0,0,0,0,1,0
0,1,1,2,2,0,1,2383.3052838013555,0,0,0,0,0,0,0
0,1,2,1,4,0,1,2522.5178157317296,0,0,0,0,0,3,0
0,4,5,0,11,1,1,1264.2714312717922,0,1,0,1,1,13,1
0,4,3,1,5,1,0,3529.514063319081,0,1,1,0,0,20,1
5,1,5,0,8,1,0,4614.946822808201,0,1,1,0,0,20,1
5,6,8,4,12,1,0,3846.152598599954,0,1,0,1,1,16,1
1,0,3,6,1,0,1,2114.3085241188764,0,0,0,0,0,1,0
5,6,3,2,10,0,0,2665.572743827385,1,1,0,0,1,6,1
5,3,3,2,13,0,0,2791.816224745706,0,0,0,0,1,18,1
5,1,2,2,6,0,1,1589.1729019323268,1,1,0,0,0,9,1
5,5,6,0,7,0,1,930.6516034956097,1,0,1,1,0,18,1
2,5,6,3,8,1,0,1863.7504341300696,1,1,1,1,1,15,1
5,5,5,2,5,0,1,4520.93350744505,0,1,0,1,1,14,1
0,2,2,4,1,0,0,2517.6246819108783,0,0,0,0,0,4,0
0,2,0,3,3,0,0,1722.121538521909,0,0,0,0,0,0,0
0,1,0,1,2,0,1,1542.7022231617013,0,0,0,0,0,3,0
1,1,3,6,3,0,1,2092.647803013356,0,0,0,0,0,3,0
2,4,2,1,6,0,0,4826.3358419804235,0,1,0,1,1,15,1
1,1,3,3,0,0,0,2632.16849660923,0,0,0,0,0,3,0
4,1,3,1,18,1,1,128.21178932740673,0,1,1,0,1,5,1
3,4,3,4,12,0,1,3211.348713178109,0,1,0,1,0,20,1
3,6,6,4,14,1,1,996.1185312028359,0,1,0,1,0,18,1
0,2,2,4,8,1,0,1130.3166123393482,1,1,0,0,1,11,1
4,5,3,2,8,1,0,1320.9043980346842,0,0,0,0,1,9,1
1,1,1,2,3,0,1,2071.086005788461,0,0,0,0,0,4,0
1,5,6,1,7,0,1,3028.022495605736,0,1,0,0,0,19,1
2,2,4,3,10,1,0,2171.0822261026815,1,0,0,1,1,10,1
3,6,6,3,6,0,0,3242.001548501425,0,0,0,0,1,6,1
0,1,0,5,0,0,1,1239.8980315959066,0,0,0,0,0,0,0
5,1,8,1,17,1,0,4582.234248231664,1,1,1,1,1,19,1
0,5,5,0,16,1,1,1978.754560810985,1,0,0,1,0,20,1
1,2,0,4,4,0,0,2750.2753277892293,0,0,0,0,0,4,0
5,5,8,2,8,1,1,3932.353435000328,1,0,1,0,1,20,1
1,2,3,5,1,0,1,338.57788952419185,0,0,0,0,0,1,0
1,0,0,3,3,0,0,894.4715497160007,0,0,0,0,0,2,0
3,1,7,4,5,1,1,2237.404774456118,0,1,0,0,1,18,1
3,4,3,0,11,1,1,2125.5362481210136,1,1,1,0,0,18,1
3,4,2,4,6,1,1,2488.9947270397674,1,1,0,1,0,14,1
0,2,3,1,2,0,0,1323.928972827498,0,0,0,0,0,3,0
1,2,3,3,4,0,0,1190.4015686879482,0,0,0,0,0,0,0
2,4,2,4,16,0,1,3523.007030312812,0,0,0,1,1,7,1
3,3,7,0,7,1,0,2710.2863200467245,1,1,1,1,1,5,1
0,1,1,1,0,0,0,1266.7454221508094,0,0,0,0,0,4,0
2,6,8,1,9,0,0,823.2116508114143,1,0,1,1,0,11,1
1,1,2,2,2,0,0,2436.154688006387,0,0,0,0,0,1,0
1,1,0,3,4,0,0,1823.61276850965,0,0,0,0,0,3,0
0,1,0,5,3,0,0,1477.4207325009331,0,0,0,0,0,2,0
1,2,1,2,1,0,1,2103.923840224276,0,0,0,0,0,2,0
0,2,2,1,2,0,0,1049.4509939353413,0,0,0,0,0,2,0
5,6,6,3,9,0,0,2837.277734495671,0,0,0,0,0,10,1
1,1,1,5,2,0,1,292.4242532984862,0,0,0,0,0,2,0
1,2,1,3,1,0,0,2916.144867236655,0,0,0,0,0,0,0
0,1,3,6,4,0,0,2531.4280374144555,0,0,0,0,0,2,0
4,3,2,2,12,1,0,4049.9131675564972,1,0,0,0,0,13,1
1,0,2,4,4,0,0,1147.418555692619,0,0,0,0,0,3,0
1,4,7,2,5,1,0,561.5518656224921,0,0,0,0,1,13,1
1,0,3,1,3,0,0,49.320513294016834,0,0,0,0,0,1,0
5,1,4,4,10,0,1,447.1194240690951,1,1,1,0,0,6,1
0,1,2,4,2,0,1,2145.95324386527,0,0,0,0,0,1,0
4,3,5,0,10,1,0,2610.747451612651,0,1,1,1,1,14,1
1,1,1,3,4,0,0,969.2425414180444,0,0,0,0,0,2,0
0,1,0,3,4,0,1,2319.908793299055,0,0,0,0,0,4,0
1,0,0,2,1,0,1,1154.264351439589,0,0,0,0,0,4,0
0,2,6,0,19,1,0,1819.8751239062335,0,1,1,1,1,19,1
5,4,4,1,8,1,1,2290.0816002805454,1,1,1,0,0,19,1
1,1,0,3,4,0,0,1603.7118375591097,0,0,0,0,0,0,0
2,6,5,0,15,0,0,3803.184370750177,1,1,1,0,1,8,1
0,1,1,4,2,0,0,2903.0405205228735,0,0,0,0,0,1,0
0,1,0,5,0,0,1,2298.7091086206965,0,0,0,0,0,0,0
2,4,5,1,20,0,1,710.3134594422654,1,0,0,0,1,8,1
2,1,7,2,6,0,0,4349.398705549659,0,0,0,0,0,7,1
2,5,4,4,5,1,0,4783.8826123651115,0,0,1,1,1,16,1
0,0,3,2,3,0,1,2540.9747674915516,0,0,0,0,0,3,0
0,2,1,1,3,0,0,796.9930989031884,0,0,0,0,0,4,0
0,2,1,1,0,0,0,1275.42690837598,0,0,0,0,0,4,0
4,6,6,3,17,1,0,3684.5386271406305,0,0,0,1,0,7,1
0,2,1,2,2,0,0,1112.6449157307216,0,0,0,0,0,4,0
3,2,3,0,12,0,1,3666.1255669260613,0,0,0,0,1,6,1
1,2,1,4,2,0,0,2228.0591518372357,0,0,0,0,0,4,0
2,6,5,2,16,0,1,3347.675701476001,1,1,1,0,0,11,1
4,6,2,0,9,0,1,456.2252314212973,0,1,1,1,0,20,1
1,2,2,3,0,0,1,1769.944773492231,0,0,0,0,0,2,0
2,5,5,2,14,1,1,793.6565485776007,0,1,1,0,0,7,1
3,3,7,1,15,0,1,2118.601427821282,1,1,0,1,0,20,1
0,0,3,1,0,0,1,534.319047434078,0,0,0,0,0,4,0
0,2,3,3,0,0,1,1046.565141667582,0,0,0,0,0,0,0
0,1,3,1,0,0,0,1060.0082516626737,0,0,0,0,0,2,0
1,0,0,4,3,0,1,1428.036783168735,0,0,0,0,0,4,0
3,5,7,4,15,0,1,505.82634433939023,0,0,0,0,0,13,1
1,1,7,0,20,1,1,3193.217825959164,0,0,1,0,1,13,1
0,2,0,4,3,0,0,2623.035672411532,0,0,0,0,0,2,0
1,1,8,1,5,0,1,2178.579410268631,0,0,1,1,0,14,1
1,1,1,6,2,0,0,999.6819841273617,0,0,0,0,0,4,0
0,1,3,2,1,0,0,28.035147333358815,0,0,0,0,0,0,0
0,2,0,1,3,0,1,1051.73242238369,0,0,0,0,0,4,0
1,5,2,0,7,0,0,3636.931059172537,0,1,0,0,0,8,1
2,1,8,4,6,1,1,806.445864881798,0,0,0,1,1,16,1
0,0,3,2,4,0,1,387.7817330569055,0,0,0,0,0,3,0
0,4,6,4,5,0,0,2294.384627682778,0,1,1,1,0,20,1
1,1,1,4,2,0,1,70.76216165267834,0,0,0,0,0,2,0
1,2,1,1,0,0,0,2434.833930387051,0,0,0,0,0,3,0
0,2,0,5,0,0,1,2814.203124911617,0,0,0,0,0,2,0
4,3,2,4,11,0,0,1432.5180092266983,0,0,1,0,0,15,1
0,2,0,5,3,0,0,2332.115336395617,0,0,0,0,0,3,0
0,0,2,5,3,0,1,1953.833091691836,0,0,0,0,0,3,0
0,1,2,3,2,0,0,1326.342660047655,0,0,0,0,0,4,0
0,0,2,6,1,0,1,305.0271493512598,0,0,0,0,0,2,0
0,1,1,4,4,0,1,1110.1880002813848,0,0,0,0,0,3,0
5,3,2,1,7,0,1,3271.4841440916994,1,0,1,0,1,6,1
1,1,3,5,2,0,0,2446.460822503633,0,0,0,0,0,2,0
4,5,6,0,18,1,0,1619.4142112053294,1,0,0,0,1,19,1
4,3,2,1,20,1,0,2569.1694061176468,0,0,0,0,0,7,1
5,2,6,1,19,0,1,4815.994514106552,1,0,0,1,0,19,1
0,5,2,2,11,0,0,1442.9641091987341,0,1,0,1,0,11,1
2,3,6,3,18,1,1,945.0438421329924,1,0,1,0,1,20,1
1,3,5,2,11,1,0,2265.9326320078144,0,1,0,0,0,15,1
0,1,0,3,0,0,0,1709.2037999402492,0,0,0,0,0,3,0
0,1,2,1,2,0,1,1743.2730208825478,0,0,0,0,0,2,0
3,4,6,4,9,1,1,3848.7786834720832,0,0,0,1,1,17,1
0,5,6,3,16,1,0,193.56789170956327,1,0,1,1,0,18,1
4,2,7,2,11,0,0,1173.4902649780988,0,1,0,0,1,6,1
1,2,2,3,0,0,1,678.6315943045453,0,0,0,0,0,2,0
4,2,6,1,9,0,1,835.7449581825899,1,0,1,1,1,11,1
1,1,1,3,4,0,0,187.56931605588017,0,0,0,0,0,4,0
0,2,2,5,4,0,0,1260.8435789320927,0,0,0,0,0,4,0
0,0,0,2,3,0,1,1368.4043399161314,0,0,0,0,0,4,0
4,4,5,3,9,1,0,134.96304230644859,0,1,1,1,1,12,1
0,2,0,6,1,0,0,547.1469792964066,0,0,0,0,0,0,0
3,3,3,3,7,0,1,1566.8249449014475,1,0,0,1,1,19,1
2,1,8,0,9,1,0,785.6232516870658,1,0,0,1,0,16,1
1,2,2,4,8,0,1,173.737937822579,1,1,0,0,1,15,1
2,1,6,3,8,0,0,1118.006118672732,1,0,1,1,1,15,1
1,0,3,1,0,0,1,1081.302042304592,0,0,0,0,0,3,0
1,0,2,4,1,0,1,2885.2427415786497,0,0,0,0,0,4,0
5,5,8,2,20,0,0,2246.1891379002473,0,1,0,1,1,17,1
1,0,0,1,4,0,1,1892.412757569118,0,0,0,0,0,0,0
0,0,1,4,4,0,0,439.92169456796137,0,0,0,0,0,3,0
1,2,8,4,19,1,0,185.44062090767468,0,1,0,1,0,9,1
0,2,0,6,2,0,1,1435.9639465061505,0,0,0,0,0,4,0
0,2,3,4,4,0,1,669.8119474796353,0,0,0,0,0,3,0
0,2,3,4,4,0,0,2469.404551834093,0,0,0,0,0,3,0
5,3,6,2,18,1,0,3383.424107261108,0,0,0,0,1,15,1
0,1,0,2,1,0,1,1556.9825507301177,0,0,0,0,0,3,0
2,3,2,3,18,0,0,3890.663409384789,1,1,1,1,0,13,1
1,0,0,4,0,0,0,926.4165377701212,0,0,0,0,0,2,0
2,1,6,3,13,0,0,3295.279154738598,0,1,1,0,0,19,1
1,0,3,3,3,0,1,1740.5978952190314,0,0,0,0,0,1,0
4,4,5,1,13,0,0,2412.507179788983,1,1,0,1,0,19,1
4,5,8,4,16,0,0,1069.3582200390897,0,1,0,1,1,7,1
3,6,3,2,12,0,0,3595.0077998023894,1,0,0,0,0,19,1
5,1,7,0,11,0,0,2481.00547038437,0,0,1,0,1,20,1
3,2,2,4,12,1,0,2591.9559786951213,1,1,1,1,1,20,1
3,3,2,4,15,0,1,1289.9255016985262,0,1,0,1,0,10,1
1,1,0,1,4,0,0,2652.190043276071,0,0,0,0,0,4,0
1,2,1,4,1,0,1,2457.92618877533,0,0,0,0,0,3,0
5,3,6,4,13,0,0,3496.527882833341,0,0,0,0,1,12,1
0,0,2,1,0,0,1,862.4280243165512,0,0,0,0,0,2,0
2,6,6,2,18,1,1,2076.4400828963153,1,0,0,0,1,10,1
1,1,0,4,0,0,0,717.4164836020421,0,0,0,0,0,1,0
1,4,2,3,8,0,1,640.8715887280564,0,1,1,0,0,16,1
2,2,5,2,6,1,0,70.7226059886192,0,0,1,0,0,13,1
1,2,1,1,3,0,1,2202.0971567334122,0,0,0,0,0,4,0
4,2,8,1,20,0,1,3974.5358261691613,0,0,1,0,0,15,1
0,0,1,1,2,0,0,39.852648950199935,0,0,0,0,0,3,0
5,5,8,4,11,1,1,4676.390714574158,1,0,0,1,0,14,1
1,3,5,1,11,1,1,606.1560709443401,0,1,1,1,1,6,1
1,1,2,2,1,0,0,524.3852426979674,0,0,0,0,0,1,0
0,5,3,1,19,1,1,1712.9150010849944,1,1,1,0,1,15,1
0,4,3,4,10,0,1,4009.544943042463,1,1,0,1,0,15,1
2,6,3,0,8,0,0,4710.23347314434,1,1,0,1,1,8,1
4,1,7,2,17,1,1,1141.5216387072423,1,0,1,0,0,19,1
1,2,2,3,2,0,1,964.4468915527806,0,0,0,0,0,0,0
2,3,2,0,13,1,0,3375.261463214236,1,0,0,0,0,16,1
1,2,1,3,4,0,1,2187.52609425685,0,0,0,0,0,2,0
1,0,3,2,1,0,0,124.54144577060504,0,0,0,0,0,4,0
1,1,2,1,4,0,1,56.15757214959757,0,0,0,0,0,2,0
0,1,3,4,0,0,0,1369.6390837919992,0,0,0,0,0,0,0
1,0,2,4,2,0,1,118.95233803665747,0,0,0,0,0,1,0
1,2,0,6,3,0,1,1778.9741238866877,0,0,0,0,0,0,0
1,0,0,4,2,0,0,2095.2523978885547,0,0,0,0,0,4,0
0,0,2,6,4,0,0,612.216636890121,0,0,0,0,0,1,0
5,6,4,3,12,0,0,507.02918276359566,1,1,1,0,1,8,1
3,5,8,2,6,1,1,1093.922297316326,1,1,0,0,1,16,1
2,1,2,2,18,0,1,1116.4083616639252,0,0,0,1,1,17,1
0,2,0,6,4,0,1,1740.5468682649328,0,0,0,0,0,3,0
0,6,4,3,5,1,1,2867.4292179905083,0,1,0,1,0,18,1
0,1,1,4,4,0,0,2393.861390100139,0,0,0,0,0,3,0
2,3,8,1,20,1,0,2707.232460759253,1,1,1,1,0,17,1
5,6,7,1,15,1,1,3097.2628064523547,1,0,0,1,1,13,1
0,0,3,6,2,0,1,631.1247771537536,0,0,0,0,0,3,0
0,2,0,5,4,0,1,1465.6276630088244,0,0,0,0,0,2,0
0,0,1,5,0,0,0,1919.6896434257935,0,0,0,0,0,0,0
1,2,0,4,4,0,1,434.3768424141795,0,0,0,0,0,0,0
5,4,5,2,19,0,1,485.71061666048956,0,1,1,0,1,7,1
1,1,2,1,3,0,1,1819.2862599305918,0,0,0,0,0,4,0
0,0,1,6,3,0,0,1582.1827936483378,0,0,0,0,0,0,0
5,5,3,4,8,0,1,3237.3733207029222,0,1,0,0,0,18,1
3,3,4,3,17,0,1,4741.341696509679,0,0,1,0,0,19,1
0,1,2,2,2,0,0,2213.070644917951,0,0,0,0,0,0,0
2,3,8,1,5,1,0,185.58697878693306,0,0,0,0,0,14,1
3,6,5,3,11,0,0,3612.495099479212,1,1,1,0,1,20,1
3,6,7,4,11,1,1,502.87855665949144,0,1,1,1,0,17,1
1,4,7,1,19,0,1,76.73024519733474,0,1,0,0,1,17,1
1,4,3,1,8,1,1,3431.5634515935285,0,0,1,0,0,5,1
1,2,8,1,12,0,0,261.3349594281728,1,1,1,1,0,9,1
1,1,6,3,13,0,0,489.3439195847269,1,1,1,1,0,16,1
1,1,3,1,13,1,1,2709.888695204224,1,1,1,1,0,11,1
0,2,3,1,2,0,1,970.3935220850549,0,0,0,0,0,1,0
1,3,7,4,12,1,1,3056.6788432575295,0,0,0,0,1,20,1
1,1,0,2,1,0,0,2775.015410915272,0,0,0,0,0,3,0
1,2,1,1,4,0,1,1419.6770577879631,0,0,0,0,0,3,0
0,5,5,4,5,0,1,1019.1487798588907,0,1,0,1,1,6,1
4,2,2,0,8,1,0,950.2267427851089,0,1,0,0,1,18,1
4,3,7,3,8,0,1,4994.185705144523,0,1,1,1,1,8,1
2,3,4,1,12,1,1,4805.641727295083,1,0,1,1,0,11,1
1,0,1,6,2,0,1,1807.0452108364088,0,0,0,0,0,1,0
1,4,8,2,16,1,1,4246.583105224735,1,1,0,0,1,18,1
1,2,4,0,15,1,0,3450.7756454127953,1,0,1,1,0,5,1
0,1,3,2,1,0,1,1907.1309772325126,0,0,0,0,0,2,0
4,4,6,2,11,0,0,3407.1731161289363,0,1,1,1,0,12,1
2,5,2,4,16,0,1,229.69795092298594,0,1,0,1,1,19,1
5,5,8,1,20,1,1,2370.199937250287,1,1,1,0,0,16,1
0,0,1,3,1,0,1,2878.545636494493,0,0,0,0,0,1,0
1,1,3,6,3,0,1,2988.04027525921,0,0,0,0,0,3,0
1,3,3,4,13,0,0,3624.4382417334114,0,0,0,1,1,17,1
1,1,2,6,1,0,0,2171.8202523580785,0,0,0,0,0,1,0
1,1,3,2,10,0,0,1455.3536907809366,0,1,1,0,0,17,1
0,1,3,1,3,0,0,2793.5586231635725,0,0,0,0,0,0,0
1,2,3,3,4,0,0,695.7940575921479,0,0,0,0,0,4,0
1,2,1,6,1,0,1,883.1386690597449,0,0,0,0,0,1,0
1,1,3,2,2,0,1,970.6432330227741,0,0,0,0,0,4,0
1,2,3,4,2,0,0,1886.6412046373578,0,0,0,0,0,3,0
0,2,1,3,1,0,0,1190.3554041443558,0,0,0,0,0,4,0
1,2,3,1,0,0,0,1477.9829720436983,0,0,0,0,0,4,0
1,4,4,2,9,1,0,1446.5521303032288,1,0,1,0,1,6,1
0,3,3,3,11,0,0,1627.17527902278,0,1,1,1,1,20,1
1,1,0,4,1,0,0,719.0573661894747,0,0,0,0,0,1,0
0,3,4,1,10,0,0,1466.9898082873476,1,1,0,0,0,14,1
1,2,3,6,3,0,0,541.8530173109078,0,0,0,0,0,1,0
0,1,0,2,0,0,0,2449.840537346257,0,0,0,0,0,2,0
1,0,3,2,2,0,0,2357.1015487218533,0,0,0,0,0,0,0
0,2,2,6,2,0,1,2805.7092375699103,0,0,0,0,0,0,0
4,1,6,3,17,0,0,3830.547341019967,1,1,0,1,1,12,1
2,1,3,0,11,1,1,2066.269437767367,0,1,0,1,0,18,1
3,6,8,1,7,0,0,1759.9823959103635,1,0,0,1,0,7,1
0,1,2,3,19,1,1,1997.5700077918666,0,0,0,0,0,18,1
3,5,5,1,13,0,1,2177.9506071903274,0,1,1,0,0,9,1
1,0,1,4,0,0,0,2983.1633859934,0,0,0,0,0,3,0
1,2,1,5,1,0,1,2073.4735345900276,0,0,0,0,0,4,0
2,5,7,0,8,0,0,1618.1453653923154,1,1,0,0,0,16,1
0,0,3,6,2,0,0,2483.454333165261,0,0,0,0,0,0,0
1,0,0,6,2,0,0,1770.0909239725402,0,0,0,0,0,2,0
3,5,6,4,16,0,0,1978.0119776264717,0,1,1,0,0,18,1
1,0,2,5,4,0,0,1004.372815815075,0,0,0,0,0,1,0
0,1,1,4,4,0,1,1561.6019918131997,0,0,0,0,0,3,0
1,2,2,6,0,0,0,1061.1866278946732,0,0,0,0,0,3,0
0,2,1,3,1,0,0,29.43626517514543,0,0,0,0,0,1,0
3,3,5,4,15,0,0,2404.2179216185173,0,1,0,1,0,16,1
1,0,1,2,0,0,0,34.66724700808615,0,0,0,0,0,4,0
0,2,3,3,0,0,0,1819.9917692150532,0,0,0,0,0,1,0
1,2,2,4,4,0,1,1193.8219717523532,0,0,0,0,0,1,0
2,4,7,2,13,0,1,1884.2760671925316,1,0,1,1,1,9,1
1,2,2,5,3,0,0,1191.686178726353,0,0,0,0,0,4,0
1,0,1,2,3,0,1,627.8987689823094,0,0,0,0,0,1,0
3,4,2,4,20,0,1,1043.6007417252479,1,1,1,1,1,5,1
0,2,2,3,3,0,1,975.5714480013424,0,0,0,0,0,2,0
1,1,3,1,0,0,1,974.066901475898,0,0,0,0,0,2,0
2,2,5,1,7,1,1,152.5865326888303,1,1,0,0,1,10,1
5,6,4,4,6,0,0,2995.104555781061,1,1,1,0,0,5,1
0,0,1,4,2,0,0,908.0194734042776,0,0,0,0,0,0,0
0,1,0,1,0,0,1,2826.880377555763,0,0,0,0,0,2,0
1,2,3,1,3,0,0,1034.94917487866,0,0,0,0,0,3,0
1,1,6,4,14,0,1,4712.506902152843,1,1,1,0,0,15,1
5,1,4,0,8,0,1,3851.2934034240916,1,0,1,0,0,5,1
0,0,3,6,0,0,1,125.05170537984132,0,0,0,0,0,2,0
2,4,4,2,7,0,0,4792.134814047516,0,1,0,0,0,12,1
1,0,2,3,2,0,1,188.06731013461905,0,0,0,0,0,1,0
1,1,2,5,1,0,1,2979.6860132127217,0,0,0,0,0,4,0
2,1,5,4,12,0,1,950.1334772844664,0,1,0,1,1,15,1
0,2,2,6,0,0,1,2427.920074814017,0,0,0,0,0,2,0
2,6,3,3,10,1,1,3863.6526302461484,0,1,1,1,1,10,1
4,3,5,4,5,0,1,890.9623220782784,0,0,0,0,0,19,1
1,2,2,4,4,0,0,31.63482853052478,0,0,0,0,0,3,0
2,4,2,1,20,1,1,4254.839942309925,1,0,1,1,0,6,1
1,2,0,4,2,0,0,1078.2187876645426,0,0,0,0,0,3,0
1,3,3,2,7,0,0,4597.624518752482,0,1,0,1,0,19,1
0,2,2,6,1,0,0,1840.7636694880368,0,0,0,0,0,3,0
3,5,4,3,16,0,1,1858.7861983322384,1,1,1,0,1,10,1
5,5,8,4,5,0,1,4099.827971069571,0,1,0,1,1,11,1
0,4,4,2,11,1,0,55.03879728098871,1,0,0,0,0,9,1
1,1,0,2,4,0,0,977.1462937065297,0,0,0,0,0,0,0
1,0,0,5,2,0,1,905.6360761285014,0,0,0,0,0,0,0
0,2,3,3,3,0,1,1185.999759401638,0,0,0,0,0,3,0
4,3,8,4,8,0,1,1157.5555657166497,0,1,0,0,1,11,1
5,6,2,2,17,0,0,893.8623015173873,0,1,0,1,0,9,1
0,2,2,3,0,0,0,598.8171693376399,0,0,0,0,0,1,0
0,2,1,5,3,0,0,1781.7020315260702,0,0,0,0,0,2,0
1,2,2,4,4,0,0,223.48870973351902,0,0,0,0,0,2,0
0,1,2,2,1,0,1,2647.0329772055306,0,0,0,0,0,4,0
4,1,2,0,18,0,1,4179.332366231668,0,0,0,0,1,14,1
1,1,0,6,2,0,0,2731.8567047723423,0,0,0,0,0,1,0
0,2,3,1,2,0,0,2207.7897164609913,0,0,0,0,0,1,0
1,3,7,3,14,0,1,1123.8658215895548,0,0,1,1,1,7,1
1,2,2,5,3,0,1,2290.3293146930355,0,0,0,0,0,1,0
1,1,1,5,4,0,0,479.50544536592156,0,0,0,0,0,3,0
3,1,4,2,8,0,1,2195.8484191340867,0,1,1,0,0,7,1
4,3,5,2,13,1,0,4628.268127822701,0,0,1,1,0,18,1
0,2,3,2,3,0,1,1047.5658090509266,0,0,0,0,0,4,0
2,2,7,0,10,0,0,2248.0385913493656,0,0,1,1,0,9,1
0,1,1,1,4,0,1,2404.2322970043406,0,0,0,0,0,4,0
1,0,2,1,2,0,0,2757.0920047220047,0,0,0,0,0,2,0
1,4,8,4,6,1,1,225.87354369397136,1,0,1,1,1,18,1
0,0,3,1,4,0,1,2137.09656540783,0,0,0,0,0,3,0
5,4,7,0,10,0,1,4359.217096453784,1,0,1,0,0,15,1
4,2,6,3,16,1,1,3114.328783003015,0,1,1,1,1,14,1
0,1,2,0,12,0,0,425.1535242961557,0,1,0,0,1,12,1
1,2,1,4,0,0,1,2992.461950283735,0,0,0,0,0,3,0
0,1,3,2,0,0,0,1791.1437415904165,0,0,0,0,0,0,0
3,3,3,2,7,1,1,3635.2547965791186,0,0,0,0,1,5,1
0,2,1,5,0,0,1,19.68168909119027,0,0,0,0,0,2,0
5,5,7,4,8,0,0,1708.8619934742321,1,1,0,0,0,5,1
0,5,3,0,6,1,0,4165.654249896893,1,1,0,1,0,13,1
1,1,1,1,3,0,1,2900.151634074029,0,0,0,0,0,2,0
0,1,2,2,0,0,0,80.72465575723919,0,0,0,0,0,2,0
0,1,2,6,2,0,1,531.2891745884068,0,0,0,0,0,3,0
3,4,5,1,14,1,0,1643.5290571697217,1,0,1,1,1,5,1
1,0,0,2,3,0,1,322.05384323209915,0,0,0,0,0,1,0
1,2,3,6,3,0,1,377.64747784780025,0,0,0,0,0,2,0
0,0,3,3,4,0,1,242.09687910751927,0,0,0,0,0,0,0
0,6,8,0,12,0,1,362.66915178739674,1,1,0,0,1,17,1
5,4,2,2,5,1,0,3366.6863271630377,1,1,1,1,0,13,1
4,1,5,1,7,1,0,4177.052027895621,0,0,1,0,1,9,1
2,1,6,4,13,0,0,3067.8556850556147,1,0,0,0,0,5,1
2,2,8,2,20,0,1,2297.2972891543227,1,0,0,0,0,20,1
1,2,0,6,2,0,1,702.9149133623383,0,0,0,0,0,0,0
1,5,3,3,19,0,0,3245.9778101422817,1,0,1,1,0,20,1
1,6,3,0,18,0,0,177.0066827351347,0,0,1,0,0,10,1
5,1,2,2,16,1,1,4002.681790444751,1,1,1,0,0,10,1
0,1,0,5,2,0,0,605.2937079907329,0,0,0,0,0,3,0
1,2,3,6,1,0,1,619.9269130579233,0,0,0,0,0,1,0
2,3,2,3,19,0,1,4421.569105232115,1,0,0,1,1,6,1
0,2,1,3,3,0,0,732.8095720576146,0,0,0,0,0,3,0
2,2,2,0,8,1,1,1536.426959163222,0,0,1,0,1,15,1
1,0,0,4,3,0,0,159.42073576665587,0,0,0,0,0,4,0
1,1,3,2,4,0,0,2142.218930233777,0,0,0,0,0,4,0
1,2,3,1,0,0,0,2565.5243601196653,0,0,0,0,0,2,0
1,5,2,2,5,0,1,2332.778178455223,1,0,0,0,1,16,1
5,2,8,2,15,0,0,2275.0103399286713,0,0,1,0,1,12,1
1,3,2,4,12,0,0,3650.9182191741425,1,0,0,0,0,6,1
1,0,3,3,2,0,1,2974.3735321141294,0,0,0,0,0,4,0
1,6,5,0,15,0,1,2965.9300604877612,0,1,1,0,1,18,1
4,3,4,0,12,0,0,4672.459775472556,0,1,1,0,1,9,1
0,4,8,0,16,1,1,1002.5881205310512,1,0,1,0,0,20,1
0,2,0,6,1,0,1,548.9178304123544,0,0,0,0,0,1,0
4,5,6,4,10,1,1,3239.0653128038875,0,0,1,1,1,7,1
1,1,0,1,0,0,1,2368.817995999623,0,0,0,0,0,2,0
0,2,3,6,4,0,0,2885.429379082789,0,0,0,0,0,1,0
5,2,2,4,14,0,1,2426.6028261311444,1,0,0,0,0,17,1
1,2,3,6,2,0,0,618.6084617405475,0,0,0,0,0,1,0
5,1,6,1,7,1,1,3629.3808502378797,1,1,1,1,0,9,1
0,0,2,3,0,0,1,2473.2865122838325,0,0,0,0,0,3,0
0,0,0,4,4,0,1,1382.3460606340107,0,0,0,0,0,3,0
5,4,8,1,15,1,0,2042.7546803841553,0,1,1,1,1,6,1
0,0,3,5,1,0,1,1674.0947219521495,0,0,0,0,0,0,0
5,1,2,4,18,1,1,3916.1655314952677,1,1,0,1,1,17,1
0,0,2,6,0,0,1,1519.682853311387,0,0,0,0,0,3,0
0,1,3,1,1,0,0,515.1222961202858,0,0,0,0,0,1,0
5,6,6,1,7,0,1,3081.574285749344,1,0,0,0,1,20,1
1,2,1,3,1,0,0,2455.124966560083,0,0,0,0,0,4,0
4,4,4,4,5,1,0,1405.257409355058,1,0,0,0,0,18,1
0,2,3,2,2,0,1,1047.5155655633566,0,0,0,0,0,1,0
1,3,7,3,19,0,0,3763.1682308127797,0,0,0,1,0,5,1
4,3,5,1,9,1,1,171.17296949356643,1,0,1,1,1,20,1
1,2,1,5,1,0,1,1935.7058690164033,0,0,0,0,0,3,0
